"Location";"Source"
"188155806-0-1458";"Aid each of the notable figures recently arrived on the Gold Coast."
"188155806-0-1459";"Murder your first innocent with the Blade of Woe."
"188155806-0-1460";"Murder 25 innocents with the Blade of Woe."
"188155806-0-1461";"Murder 100 innocents with the Blade of Woe."
"188155806-0-1462";"Defeat the Celestial Serpent in Veteran Sanctum Ophidia."
"188155806-0-1463";"Complete each achievement associated with the Speaker's Black Sacrament contracts."
"188155806-0-1464";"Learn every trait for each of the Alchemy reagents listed below."
"188155806-0-1465";"Learn all the traits for the Torchbug Thorax Alchemy reagent."
"188155806-0-1466";"Learn all the traits for the Beetle Scuttle Alchemy reagent."
"188155806-0-1467";"Learn all the traits for the Spider Egg Alchemy reagent."
"188155806-0-1468";"Learn all the traits for the Butterfly Wing Alchemy reagent."
"188155806-0-1469";"Learn all the traits for the Fleshfly Larva Alchemy reagent."
"188155806-0-1470";"Learn all the traits for the Scrib Jelly Alchemy reagent."
"188155806-0-1471";"Learn all the traits for the Nightshade Alchemy reagent."
"188155806-0-1472";"Learn all the traits for the Mudcrab Chitin Alchemy reagent."
"188155806-0-1474";"Defeat the Celestial Warrior in Veteran Hel Ra Citadel."
"188155806-0-1503";"Defeat the Celestial Mage in Veteran Aetherian Archive."
"188155806-0-1504";"Defeat Zatzu the Spine-Breaker, the Mighty Chudan, Xal-Nur the Slaver, and Tree-Minder Na-Kesh in the Ruins of Mazzatun."
"188155806-0-1505";"Defeat Zatzu the Spine-Breaker, the Mighty Chudan, Xal-Nur the Slaver, and Tree-Minder Na-Kesh in Veteran Ruins of Mazzatun."
"188155806-0-1506";"In Veteran Ruins of Mazzatun, defeat Tree-Minder Na-Kesh after enraging her by destroying her alchemical notes on Amber Plasm."
"188155806-0-1507";"Defeat Zatzu the Spine-Breaker, the Mighty Chudan, Xal-Nur the Slaver, and Tree-Minder Na-Kesh in Veteran Ruins of Mazzatun within 30 minutes of starting the dungeon. Timer starts on passing through the first archway."
"188155806-0-1508";"Defeat Zatzu the Spine-Breaker, the Mighty Chudan, Xal-Nur the Slaver, and Tree-Minder Na-Kesh in Veteran Ruins of Mazzatun without suffering a group member death."
"188155806-0-1509";"Defeat 50 Xit-Xaht Sludge-Slingers in Veteran Ruins of Mazzatun."
"188155806-0-1510";"Defeat 600 members of the Xit-Xaht tribe in Veteran Ruins of Mazzatun."
"188155806-0-1511";"Complete the listed achievements for Veteran Ruins of Mazzatun."
"188155806-0-1512";"Defeat Tree-Minder Na-Kesh after first eliminating all other enemies in Ruins of Mazzatun."
"188155806-0-1513";"Rescue all six of the Su-Zahleel Elders from the Ritual Chamber in Veteran Ruins of Mazzatun."
"188155806-0-1514";"Complete Ruins of Mazzatun without ever allowing a Sludge Slinger to empower one of its allies with Amber Plasm."
"188155806-0-1515";"Defeat the Mighty Chudan in Veteran Ruins of Mazzatun without any party members being hit by Bog Rush."
"188155806-0-1516";"Defeat Xal-Nur the Slaver in Veteran Ruins of Mazzatun without unleashing any Wamasu to assist you."
"188155806-0-1517";"Defeat Xal-Nur the Slaver in Veteran Ruins of Mazzatun with only one party member cleansing the Swamp Spice. Other party members may still touch the Swamp Spice."
"188155806-0-1518";"Defeat Tree-Minder Na-Kesh in Veteran Ruins of Mazzatun without any party members using the Reveal synergy to identify the real Avatar of the Hist."
"188155806-0-1519";"Defeat Tree-Minder Na-Kesh in Veteran Ruins of Mazzatun without any party members being struck by Blistering Amber."
"188155806-0-1520";"Enter either the Ruins of Mazzatun or the Cradle of Shadows for the first time."
"188155806-0-1522";"Defeat Sithera, Khephidaen the Spiderkith, the Votary of Velidreth, Dranos Velador, and Velidreth the Lady of Lace in the Cradle of Shadows."
"188155806-0-1523";"Defeat Sithera, Khephidaen the Spiderkith, the Votary of Velidreth, Dranos Velador, and Velidreth the Lady of Lace in Veteran Cradle of Shadows."
"188155806-0-1524";"Defeat Velidreth in Veteran Cradle of Shadows, after first enraging her by defiling her statue of Mephala."
"188155806-0-1525";"Defeat Sithera, Khephidaen the Spiderkith, the Votary of Velidreth, Dranos Velador, and Velidreth the Lady of Lace in Veteran Cradle of Shadows within 30 minutes of starting the dungeon. Timer starts on entering the initial caverns."
"188155806-0-1526";"Defeat Sithera, Khephidaen the Spiderkith, the Votary of Velidreth, Dranos Velador, and Velidreth the Lady of Lace in Veteran Cradle of Shadows without suffering a group member death."
"188155806-0-1527";"Destroy 50 statues of Velidreth's Devotion in Veteran Cradle of Shadows."
"188155806-0-1528";"Defeat 600 members of the Silken Ring or their Spiderkith allies in Veteran Cradle of Shadows."
"188155806-0-1529";"Complete the listed achievements for Veteran Cradle of Shadows."
"188155806-0-1530";"Pass through the spider caves in Veteran Cradle of Shadows without lighting more than two braziers."
"188155806-0-1531";"Defeat Khephidaen the Spiderkith in Veteran Cradle of Shadows without relighting any extinguished braziers."
"188155806-0-1532";"Defeat Dranos Velador in Veteran Cradle of Shadows without absorbing any orbs."
"188155806-0-1533";"Defeat Velidreth in Veteran Cradle of Shadows without any party members dying in the catacombs."
"188155806-0-1534";"Defeat Velidreth in Veteran Cradle of Shadows without using the Atronach's Light synergy."
"188155806-0-1535";"Defeat Velidreth in Veteran Cradle of Shadows without any party members being caught by her Shadow Sense."
"188155806-0-1536";"Defeat Velidreth in Cradle of Shadows without any party members being hit by venom sacs."
"188155806-0-1538";"Complete Veteran Cradle of Shadows and Veteran Ruins of Mazzatun."
"188155806-0-1539";"Drink the Witchmother's Brew during the Witches Festival."
"188155806-0-1540";"Earn your first Plunder Skull."
"188155806-0-1541";"Earn 50 Plunder Skulls."
"188155806-0-1542";"Earn 100 Plunder Skulls."
"188155806-0-1543";"Complete the Witchmother's Bargain quest."
"188155806-0-1545";"Learn every chapter of the Hollowjack style book, found in Witchly Gifts acquired when completing Witches Festival Writs, which can be obtained from Plunder Skulls during the Witches Festival."
"188155806-0-1546";"Complete the listed achievements for the Witches Festival."
"188155806-0-1548";"During the Mud Ball Merriment, share the joy of mud balls with each Alliance leader."
"188155806-0-1549";"Defeat Cell Haunter, Shadowrend, Angata the Clannfear Handler, the Skeletal Destroyer, and High Kinlord Rilis in Veteran Banished Cells I."
"188155806-0-1550";"Defeat 350 Skeletons in Veteran Banished Cells I."
"188155806-0-1551";"Defeat 100 Daedra in Veteran Banished Cells I."
"188155806-0-1552";"Defeat Cell Haunter, Shadowrend, Angata the Clannfear Handler, the Skeletal Destroyer, and High Kinlord Rilis in Veteran Banished Cells I, all within twenty minutes. Timer starts when a group member enters the first hallway."
"188155806-0-1553";"Defeat Cell Haunter, Shadowrend, Angata the Clannfear Handler, the Skeletal Destroyer, and High Kinlord Rilis in Veteran Banished Cells I, without suffering a group member death."
"188155806-0-1554";"Defeat High Kinlord Rilis in Veteran Banished Cells I, after invoking the Scroll of Glorious Battle."
"188155806-0-1555";"Defeat Keeper Areldur, the Maw of the Infernal, Keeper Voranil, Keeper Imiril, Sister Sihna and Sister Vera, and High Kinlord Rilis in Banished Cells II."
"188155806-0-1556";"Defeat Tazkad the Packmaster, War Chief Ozozai, Broodbirther, Clatterclaw, and Kra'gh the Dreugh King in Veteran Fungal Grotto I."
"188155806-0-1557";"Defeat 450 Goblins in Veteran Fungal Grotto I."
"188155806-0-1558";"Defeat 50 Dreugh in Veteran Fungal Grotto I."
"188155806-0-1559";"Defeat Tazkad the Packmaster, War Chief Ozozai, Broodbirther, Clatterclaw and Kra'gh the Dreugh King in Veteran Fungal Grotto I, all within 15 minutes. Timer starts when any player enters the tunnel after the first group of Goblins."
"188155806-0-1560";"Defeat Tazkad the Packmaster, War Chief Ozozai, Broodbirther, Clatterclaw and Kra'gh the Dreugh King in Veteran Fungal Grotto I, without suffering a group member death."
"188155806-0-1561";"Defeat the Dreugh King in Veteran Fungal Grotto I, after invoking the Scroll of Glorious Battle."
"188155806-0-1562";"Defeat Mephala's Fang, Gamyne Bandu, Ciirenas the Shepherd, the Spawn of Mephala, Reggr Dark-Dawn, and Vila Theran in Fungal Grotto II."
"188155806-0-1563";"Defeat Mephala's Fang, Gamyne Bandu, Ciirenas the Sheperd, Spawn of Mephala, Reggr Dark-Dawn, and Vila Theran in Veteran Fungal Grotto II, without suffering a group member death."
"188155806-0-1564";"Defeat Keepers Imiril, Areldur, and Voranil, as well as the Maw of the Infernal and the Sisters Sihna and Vera, before defeating High Kinlord Rilis in Veteran Banished Cells II, without suffering a group member death."
"188155806-0-1565";"Defeat Spindlekin, the Swarm Mother, Cerise the Widow-Maker, Big Rabbu, and the Whisperer in Veteran Spindleclutch I."
"188155806-0-1566";"Defeat 600 Spiders in Veteran Spindleclutch I."
"188155806-0-1567";"Defeat 350 Corrupted in Veteran Spindleclutch I."
"188155806-0-1568";"Defeat the Swarm Mother and the Whisperer in Veteran Spindleclutch I within twenty minutes of starting the dungeon. Timer starts when players engage the first group of spiders."
"188155806-0-1569";"Defeat the Swarm Mother and the Whisperer in Veteran Spindleclutch I, without suffering a group member death."
"188155806-0-1570";"Defeat the Whisperer in Veteran Spindleclutch I, after invoking the Scroll of Glorious Battle."
"188155806-0-1571";"Defeat Mad Martine, Bloodspawn, Praxin Douare, the Flesh Atronach Trio, Urvan Veleth, and Vorenor Winterbourne in Spindleclutch II."
"188155806-0-1572";"Defeat Mad Mortine, Bloodspawn, Praxin Douare, the Flesh Atronach trio, Urvan Veleth, and Vorenor Winterbourne in Veteran Spindleclutch II, without suffering a group member death."
"188155806-0-1573";"Defeat Akash gra-Mal, the Ancient Spriggan, Chokethorn, Nenesh gro-Mal, Leafseether, and Canonreeve Oraneth in Veteran Elden Hollow I."
"188155806-0-1574";"Defeat 400 Darkfern Orcs in Veteran Elden Hollow I."
"188155806-0-1575";"Defeat 100 Alit in Veteran Elden Hollow I."
"188155806-0-1576";"Defeat Akash gra-Mal, the Ancient Spriggan, Chokethorn, Nenesh gro-Mal, Leafseether, and Canonreeve Oraneth in Veteran Elden Hollow I within twenty minutes of starting the dungeon. Timer starts when players engage the first group of Thalmor."
"188155806-0-1577";"Defeat Akash gra-Mal, the Ancient Spriggan, Chokethorn, Nenesh gro-Mal, Leafseether, and Canonreeve Oraneth in Veteran Elden Hollow I, without suffering a group member death."
"188155806-0-1578";"Defeat Canonreeve Oraneth in Veteran Elden Hollow I, after invoking the Scroll of Glorious Battle."
"188155806-0-1579";"Defeat Dubroze the Infest, Dark Root, Azara the Frightener, Murklight, the Shadow Guard, and Bogdan the Nightflame in Elden Hollow II."
"188155806-0-1580";"Defeat Dubroze the Infestor, Dark Root, Azara the Frightener, Murklight, the Shadow Guard, and Bogdan the Nightflame, without suffering a group member death."
"188155806-0-1581";"Defeat Head Shepard Neloren, Foreman Llothan, the Hive Lord, the Cavern Patriarch, the Sentinel of Rkugamz, and the Cutting Sphere in Veteran Darkshade Caverns I."
"188155806-0-1582";"Defeat 175 Pit Rat Thugs in Veteran Darkshade Caverns I."
"188155806-0-1583";"Defeat 300 Kwama in Veteran Darkshade Caverns I."
"188155806-0-1584";"Defeat Head Shepard Neloren, Foreman Llothan, the Hive Lord, the Cavern Patriarch, the Sentinel of Rkugamz, and the Cutting Sphere  in Veteran Darkshade Caverns I within twenty minutes of starting the dungeon. Timer starts when a group member descends into the caverns."
"188155806-0-1585";"Defeat Head Shepard Neloren, Foreman Llothan, the Hive Lord, the Cavern Patriarch, the Sentinel of Rkugamz, and the Cutting Sphere in Veteran Darkshade Caverns I, without suffering a group member death."
"188155806-0-1586";"Defeat the Sentinel of Rkugamz in Veteran Darkshade Caverns I, after invoking the Scroll of Glorious Battle."
"188155806-0-1587";"Defeat the Fallen Foreman, Transmuted Hive Lord, Transmuted Alit, Grobull the Transmuted, the Engine Garrison, and the Engine Guardian in Darkshade Caverns II."
"188155806-0-1588";"Defeat the Fallen Foreman, Transmuted Hive Lord, Transmuted Alit, Grobull the Transmuted, the Engine Garrison, and the Engine Guardian in Veteran Darkshade Caverns II, without suffering a group member death."
"188155806-0-1589";"Defeat Slimecraw, Investigator Garron, the Rat Whisperer, Uulgarg the Hungry, Varain Pellingare, and Allene Pellingare in Veteran Wayrest Sewers I."
"188155806-0-1590";"Defeat 800 Skeevers in Veteran Wayrest Sewers I."
"188155806-0-1591";"Defeat 500 Pellingare Mercenaries in Veteran Wayrest Sewers I."
"188155806-0-1592";"Defeat Slimecraw, Investigator Garron, the Rat Whisperer, Uulgarg the Hungry, Varaine Pellingare, and Allene Pellingare in Veteran Wayrest Sewers I, all within fifteen minutes of starting the dungeon. Timer starts when any player enters the first tunnel to the right of the entrance chamber."
"188155806-0-1593";"Defeat Slimecraw, Investigator Garron, the Rat Whisperer, Uulgarg the Hungry, Varaine Pellingare, and Allene in Veteran Wayrest Sewers I, without suffering a group member death."
"188155806-0-1594";"Defeat Allene Pellingare in Veteran Wayrest Sewers I, after invoking the Scroll of Glorious Battle."
"188155806-0-1595";"Defeat Malubeth the Scourger, Skull Reaper, Uulgarg the Risen, Garron the Returned, the Forgotten One, and Varaine and Allene Pellingare in Wayrest Sewers II."
"188155806-0-1596";"Defeat Malubeth the Scourger, Garron the Returned, and Varaine and Allene Pellingare in Veteran Wayrest Sewers II, without suffering a group member death."
"188155806-0-1597";"Defeat the Infernal Guardian, Golor the Banekin Handler, the Warden of the Shrine, the Dark Ember, Rothariel Flameheart, and Razor Master Erthas in Veteran City of Ash I."
"188155806-0-1598";"Defeat 550 Banekin in Veteran City of Ash I."
